Time(s),CH1V,CH2V
-2.500000e-04,1.744267e+00,-1.666667e-02
-2.495000e-04,1.793600e+00,-1.813333e-02
-2.490000e-04,1.827733e+00,-1.000000e-02
-2.485000e-04,1.864000e+00,-1.533333e-02
-2.480000e-04,1.904533e+00,-2.013333e-02
-2.475000e-04,1.936533e+00,-1.213333e-02
-2.470000e-04,1.987733e+00,-1.053333e-02
-2.465000e-04,2.022933e+00,-9.333333e-03
-2.460000e-04,2.042933e+00,-3.200000e-03
-2.455000e-04,2.075467e+00,-1.160000e-02
-2.450000e-04,2.105867e+00,-2.466667e-02
-2.445000e-04,2.140000e+00,-2.546667e-02
-2.440000e-04,2.179467e+00,-1.666667e-02
-2.435000e-04,2.201600e+00,-1.160000e-02
-2.430000e-04,2.218400e+00,-1.733333e-02
-2.425000e-04,2.249867e+00,-1.306667e-02
-2.420000e-04,2.268267e+00,-1.893333e-02
-2.415000e-04,2.274133e+00,-2.413333e-02
-2.410000e-04,2.312533e+00,-1.960000e-02
-2.405000e-04,2.326133e+00,-1.133333e-02
-2.400000e-04,2.352533e+00,-2.120000e-02
-2.395000e-04,2.361333e+00,-1.933333e-02
-2.390000e-04,2.380800e+00,-1.280000e-02
-2.385000e-04,2.402400e+00,-2.240000e-02
-2.380000e-04,2.385067e+00,-2.120000e-02
-2.375000e-04,2.414667e+00,-2.240000e-02
-2.370000e-04,2.434933e+00,-6.000000e-03
-2.365000e-04,2.452000e+00,-1.413333e-02
-2.360000e-04,2.456533e+00,-1.560000e-02
-2.355000e-04,2.464533e+00,-1.786667e-02
-2.350000e-04,2.462933e+00,-2.120000e-02
-2.345000e-04,2.472800e+00,-3.200000e-02
-2.340000e-04,2.471733e+00,-2.800000e-02
-2.335000e-04,2.459733e+00,-1.960000e-02
-2.330000e-04,2.471733e+00,-2.866667e-02
-2.325000e-04,2.476533e+00,-2.160000e-02
-2.320000e-04,2.458667e+00,-1.333333e-02
-2.315000e-04,2.457067e+00,-2.093333e-02
-2.310000e-04,2.466133e+00,-2.693333e-02
-2.305000e-04,2.455467e+00,-3.253333e-02
-2.300000e-04,2.441333e+00,-3.253333e-02
-2.295000e-04,2.426133e+00,-2.386667e-02
-2.290000e-04,2.424000e+00,-1.960000e-02
-2.285000e-04,2.386133e+00,-2.413333e-02
-2.280000e-04,2.385067e+00,-2.466667e-02
-2.275000e-04,2.366133e+00,-1.960000e-02
-2.270000e-04,2.364533e+00,-2.520000e-02
-2.265000e-04,2.319467e+00,-3.120000e-02
-2.260000e-04,2.302667e+00,-3.253333e-02
-2.255000e-04,2.275733e+00,-2.746667e-02
-2.250000e-04,2.265867e+00,-3.026667e-02
-2.245000e-04,2.229600e+00,-2.413333e-02
-2.240000e-04,2.231467e+00,-2.800000e-02
-2.235000e-04,2.192267e+00,-2.666667e-02
-2.230000e-04,2.172800e+00,-3.093333e-02
-2.225000e-04,2.129067e+00,-2.293333e-02
-2.220000e-04,2.116533e+00,-2.120000e-02
-2.215000e-04,2.076000e+00,-2.640000e-02
-2.210000e-04,2.036533e+00,-3.093333e-02
-2.205000e-04,2.010133e+00,-1.813333e-02
-2.200000e-04,1.982400e+00,-2.800000e-02
-2.195000e-04,1.947733e+00,-2.773333e-02
-2.190000e-04,1.897867e+00,-3.546667e-02
-2.185000e-04,1.864533e+00,-3.280000e-02
-2.180000e-04,1.826667e+00,-2.120000e-02
-2.175000e-04,1.792533e+00,-2.973333e-02
-2.170000e-04,1.742133e+00,-4.106667e-02
